Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Passed,Cluster
S00175,0.5,0.5148936170212766,0.2723004694835681,1,No,1
S00176,0.5642857142857143,0.6516717325227964,0.279603547209181,0,No,0
S00177,0.469047619047619,0.5762917933130699,0.3265519040166928,1,Yes,1
S00178,0.6404761904761904,0.348936170212766,0.3406364110589462,0,Yes,0
S00179,0.4357142857142856,0.5203647416413374,0.2801251956181534,1,Yes,1
S00181,0.5404761904761904,0.5531914893617021,0.4392279603547209,1,Yes,1
S00182,0.3642857142857143,0.6668693009118541,0.3035993740219093,0,Yes,0
S00184,0.5238095238095238,0.4887537993920972,0.215962441314554,1,No,1
S00185,0.4404761904761904,0.443161094224924,0.4517475221700574,0,No,0
S00186,0.5523809523809524,0.4480243161094225,0.4887845592070944,1,No,1
S00188,0.4571428571428571,0.5513677811550152,0.2477829942618675,0,Yes,0
S00190,0.2857142857142857,0.5854103343465046,0.2717788210745957,1,Yes,1
S00193,0.4928571428571428,0.8322188449848025,0.2931664058424622,0,Yes,0
S00194,0.319047619047619,0.5592705167173252,0.2889932185706834,1,Yes,1
S00195,0.4880952380952381,0.6668693009118541,0.2785602503912363,0,No,0
S00196,0.5119047619047619,0.6601823708206687,0.369848721961398,0,No,0
S00197,0.3619047619047619,0.7592705167173252,0.2806468440271257,1,No,1
S00198,0.4857142857142856,0.6109422492401215,0.4564423578508085,0,Yes,0
S00199,0.4738095238095238,0.4401215805471125,0.4637454355764215,0,Yes,0
S00201,0.5095238095238095,0.5732522796352584,0.2676056338028169,0,Yes,0
S00202,0.5333333333333333,0.6419452887537993,0.2921231090245175,1,Yes,1
S00203,0.5952380952380952,0.4364741641337386,0.245696400625978,1,Yes,1
S00204,0.5928571428571429,0.6966565349544073,0.3625456442357851,1,Yes,1
S00205,0.3023809523809523,0.5434650455927051,0.3886280646844027,0,Yes,0
S00206,0.3547619047619047,0.6449848024316109,0.396452790818988,1,Yes,1
S00207,0.5285714285714286,0.5805471124620061,0.279603547209181,0,No,0
S00208,0.5285714285714286,0.5580547112462005,0.2785602503912363,0,Yes,0
S00209,0.5285714285714286,0.5714285714285714,0.1398017736045905,0,Yes,0
S00211,0.5357142857142857,0.7811550151975684,0.2227438706311946,0,No,0
S00212,0.6023809523809524,0.2978723404255319,0.2091810119979134,0,No,0
S00214,0.5452380952380952,0.5483282674772036,0.2717788210745957,0,No,0
S00215,0.4285714285714285,0.5215805471124619,0.2936880542514345,1,No,1
S00216,0.5571428571428572,0.2553191489361702,0.4021909233176839,0,Yes,0
S00217,0.3738095238095238,0.6133738601823707,0.3870631194574856,1,No,1
S00219,0.4095238095238095,0.441337386018237,0.3291601460615546,0,No,0
S00220,0.4761904761904761,0.5477203647416413,0.2331768388106416,1,No,1
S00221,0.7428571428571429,0.5069908814589665,0.3072509128847157,1,Yes,1
S00223,0.5476190476190477,0.5537993920972644,0.2576943140323422,1,Yes,1
S00224,0.2738095238095238,0.6133738601823707,0.2185706833594158,1,Yes,1
S00225,0.4095238095238095,0.4759878419452887,0.2999478351591028,1,Yes,1
S00226,0.5952380952380952,0.574468085106383,0.3990610328638498,0,Yes,0
S00228,0.338095238095238,0.6699088145896657,0.2477829942618675,0,No,0
S00229,0.3809523809523809,0.5300911854103344,0.306207616066771,1,Yes,1
S00232,0.4928571428571428,0.7817629179331307,0.180490349504434,1,No,1
S00233,0.4714285714285713,0.4899696048632218,0.3213354199269693,1,No,1
S00234,0.3880952380952381,0.4595744680851063,0.2665623369848722,1,No,1
S00235,0.7214285714285713,0.5306990881458966,0.1862284820031299,1,No,1
S00237,0.2261904761904762,0.3908814589665653,0.3004694835680752,0,No,0
S00238,0.4880952380952381,0.6316109422492401,0.2968179447052687,1,No,1
S00240,0.569047619047619,0.4553191489361702,0.1622326551904016,1,No,1
S00241,0.3714285714285714,0.3799392097264438,0.2488262910798122,0,No,0
S00242,0.4523809523809524,0.5598784194528875,0.2994261867501304,1,No,1
S00243,0.5261904761904762,0.2765957446808511,0.2404799165362545,0,No,0
S00244,0.569047619047619,0.609726443768997,0.2097026604068858,0,Yes,0
S00246,0.4261904761904762,0.3440729483282674,0.2983828899321857,0,Yes,0
S00248,0.3880952380952381,0.6054711246200608,0.3077725612936881,0,Yes,0
S00249,0.6761904761904761,0.6571428571428571,0.1810119979134063,0,Yes,0
S00250,0.5142857142857143,0.3641337386018237,0.1377151799687011,0,No,0
S00251,0.3166666666666667,0.347112462006079,0.1038080333854981,0,Yes,0
S00252,0.5761904761904761,0.7258358662613982,0.3223787167449139,0,Yes,0
S00253,0.7190476190476192,0.443161094224924,0.2133541992696922,1,No,1
S00254,0.5904761904761904,0.4790273556231003,0.3348982785602504,0,No,0
S00256,0.4095238095238095,0.4006079027355623,0.3422013562858634,1,No,1
S00257,0.6166666666666666,0.5106382978723404,0.2780386019822639,0,No,0
S00258,0.3833333333333333,0.651063829787234,0.4402712571726657,1,Yes,1
S00259,0.519047619047619,0.3702127659574468,0.2597809076682316,0,No,0
S00260,0.5595238095238095,0.4820668693009118,0.2253521126760563,1,No,1
S00261,0.3571428571428571,0.406079027355623,0.3218570683359416,1,Yes,1
S00262,0.4595238095238094,0.4486322188449848,0.3562858633281168,0,Yes,0
S00263,0.0809523809523809,0.6869300911854104,0.0933750652060511,1,Yes,1
S00264,0.3452380952380952,0.713677811550152,0.3828899321857069,1,No,1
S00265,0.4357142857142856,0.574468085106383,0.1684924360980699,0,Yes,0
S00266,0.319047619047619,0.6072948328267477,0.1351069379238393,1,Yes,1
S00267,0.6619047619047619,0.6042553191489362,0.2686489306207616,0,No,0
S00269,0.4142857142857142,0.5720364741641337,0.3281168492436098,1,No,1
S00270,0.4833333333333333,0.3854103343465045,0.3234220135628586,1,Yes,1
S00271,0.638095238095238,0.4261398176291793,0.3197704747000521,1,No,1
S00272,0.2952380952380952,0.5325227963525836,0.3917579551382369,1,Yes,1
S00276,0.5214285714285714,0.6820668693009119,0.3708920187793428,0,Yes,0
S00278,0.3952380952380953,0.5386018237082066,0.2733437663015128,1,No,1
S00279,0.4738095238095238,0.6133738601823707,0.2691705790297339,0,Yes,0
S00280,0.4214285714285714,0.4741641337386018,0.2879499217527387,1,No,1
S00281,0.4809523809523809,0.2917933130699088,0.2670839853938446,0,No,0
S00282,0.5452380952380952,0.4340425531914894,0.1262389149713093,1,No,1
S00284,0.319047619047619,0.5598784194528875,0.2446531038080334,0,Yes,0
S00285,0.7214285714285713,0.5306990881458966,0.2665623369848722,1,Yes,1
S00286,0.2333333333333333,0.5088145896656535,0.2806468440271257,0,Yes,0
S00288,0.5357142857142857,0.5848024316109423,0.2571726656233698,0,Yes,0
S00289,0.5,0.3768996960486322,0.3792383933229004,0,No,0
S00290,0.3928571428571428,0.6401215805471124,0.442357850808555,1,Yes,1
S00291,0.4428571428571429,0.4717325227963525,0.4235785080855503,0,Yes,0
S00292,0.4071428571428572,0.7939209726443769,0.3155972874282733,1,No,1
S00293,0.3976190476190476,0.5045592705167173,0.2509128847157016,1,No,1
S00294,0.5666666666666667,0.4844984802431611,0.2488262910798122,1,No,1
S00295,0.5095238095238095,0.4741641337386018,0.2670839853938446,0,Yes,0
S00296,0.3833333333333333,0.4857142857142856,0.2290036515388628,1,Yes,1
S00297,0.5738095238095239,0.6164133738601824,0.3281168492436098,0,No,0
S00299,0.5642857142857143,0.662613981762918,0.2947313510693792,1,Yes,1
S00300,0.5404761904761904,0.5993920972644377,0.2717788210745957,1,No,1
S00302,0.4,0.5884498480243161,0.3155972874282733,1,No,1
S00303,0.5547619047619047,0.6881458966565349,0.2681272822117893,1,Yes,1
S00305,0.4642857142857143,0.5768996960486321,0.2842983828899322,0,No,0
S00306,0.4809523809523809,0.5945288753799391,0.3484611371935315,1,Yes,1
S00307,0.6190476190476191,0.4024316109422493,0.2347417840375587,0,No,0
S00308,0.3952380952380953,0.8553191489361703,0.2592592592592593,1,Yes,1
S00309,0.5309523809523808,0.6072948328267477,0.1471048513302034,0,Yes,0
S00310,0.4428571428571429,0.6194528875379939,0.2117892540427751,1,No,1
S00312,0.5976190476190476,0.2632218844984802,0.2613458528951486,0,Yes,0
S00313,0.5642857142857143,0.5106382978723404,0.1424100156494522,0,No,0
S00314,0.5642857142857143,0.5519756838905775,0.3369848721961399,1,Yes,1
S00315,0.6214285714285714,0.4425531914893617,0.2269170579029734,1,No,1
S00317,0.5476190476190477,0.5015197568389058,0.3244653103808034,0,No,0
S00318,0.4285714285714285,0.6364741641337386,0.360980699008868,0,No,0
S00319,0.5047619047619047,0.6954407294832826,1.0,1,Yes,1
S00320,0.4499999999999999,0.5635258358662614,0.3489827856025039,1,No,1
S00321,0.4785714285714286,0.4741641337386018,0.2790818988002086,1,Yes,1
S00323,0.369047619047619,0.555015197568389,0.2081377151799687,1,Yes,1
S00324,0.7166666666666667,0.5696048632218845,0.2837767344809598,1,No,1
S00326,0.3214285714285714,0.4893617021276595,0.4720918101199791,1,Yes,1
S00327,0.6047619047619047,0.6072948328267477,0.3364632237871675,0,No,0
S00329,0.5404761904761904,0.4948328267477203,0.3881064162754304,1,Yes,1
S00330,0.5404761904761904,0.3337386018237082,0.3651538862806469,1,Yes,1
S00331,0.4642857142857143,0.4352583586626139,0.1820552947313511,0,Yes,0
S00332,0.3595238095238095,0.7337386018237082,0.3474178403755869,1,Yes,1
S00333,0.4761904761904761,0.3367781155015198,0.3035993740219093,1,Yes,1
S00334,0.3857142857142857,0.7033434650455928,0.2410015649452269,0,No,0
S00335,0.5833333333333334,0.3325227963525836,0.2149191444966093,0,Yes,0
S00336,0.4499999999999999,0.4486322188449848,0.2842983828899322,1,Yes,1
S00337,0.369047619047619,0.4972644376899696,0.2947313510693792,1,Yes,1
S00338,0.4285714285714285,0.7592705167173252,0.3854981742305686,1,No,1
S00339,0.5166666666666666,0.5458966565349543,0.1194574856546687,1,No,1
S00340,0.4,0.5167173252279635,0.1971830985915492,1,Yes,1
S00341,0.369047619047619,0.4291793313069909,0.3109024517475222,0,Yes,0
S00342,0.4952380952380951,0.6060790273556231,0.2848200312989045,0,No,0
S00344,0.4071428571428572,0.5148936170212766,0.2597809076682316,1,No,1
S00346,0.4952380952380951,0.6303951367781155,0.171622326551904,1,Yes,1
S00347,0.2952380952380952,0.6352583586626139,0.460093896713615,0,No,0
S00348,0.3,0.4346504559270516,0.3286384976525822,0,No,0
S00349,0.3809523809523809,0.4668693009118541,0.3317683881064163,0,No,0
S00350,0.4404761904761904,0.4547112462006079,0.2123109024517475,0,No,0
S00352,0.6428571428571429,0.652887537993921,0.3359415753781951,0,No,0
S00353,0.569047619047619,0.566565349544073,0.2681272822117893,1,No,1
S00354,0.4476190476190475,0.2765957446808511,0.3166405842462181,1,No,1
S00356,0.3476190476190476,0.3787234042553191,0.190923317683881,1,Yes,1
S00357,0.4642857142857143,0.4559270516717325,0.3828899321857069,1,Yes,1
S00358,0.4333333333333333,0.5671732522796352,0.2258737610850286,0,No,0
S00359,0.5047619047619047,0.5325227963525836,0.3667188315075639,1,No,1
S00360,0.369047619047619,0.6492401215805471,0.2300469483568075,0,Yes,0
S00362,0.6499999999999999,0.425531914893617,0.2655190401669275,1,No,1
S00363,0.4547619047619048,0.5051671732522796,0.2790818988002086,0,No,0
S00364,0.5142857142857143,0.6613981762917933,0.3552425665101722,1,Yes,1
S00365,0.55,0.6194528875379939,0.4235785080855503,1,No,1
S00367,0.2047619047619047,0.703951367781155,0.3051643192488263,0,No,0
S00368,0.469047619047619,0.6820668693009119,0.2749087115284299,1,No,1
S00369,0.4785714285714286,0.6389057750759878,0.3025560772039645,1,Yes,1
S00371,0.469047619047619,0.6382978723404256,0.2149191444966093,0,Yes,0
S00375,0.7238095238095238,0.5221884498480243,0.2994261867501304,0,Yes,0
S00376,0.3761904761904762,0.4668693009118541,0.2921231090245175,0,Yes,0
S00377,0.5714285714285714,0.5635258358662614,0.3364632237871675,0,No,0
S00378,0.4880952380952381,0.5215805471124619,1.0,1,Yes,1
S00379,0.7261904761904762,0.5696048632218845,0.2832550860719874,0,No,0
S00380,0.3714285714285714,0.6103343465045592,0.0944183620239958,1,No,1
S00381,0.3666666666666666,0.5069908814589665,0.2133541992696922,0,No,0
S00382,0.3952380952380953,0.4534954407294832,0.3797600417318727,1,No,1
S00384,0.4047619047619047,0.6364741641337386,0.4001043296817945,0,Yes,0
S00385,0.3761904761904762,0.5525835866261397,0.2613458528951486,1,No,1
S00386,0.4857142857142856,0.5215805471124619,0.2702138758476786,0,No,0
S00387,0.5071428571428571,0.6851063829787234,0.3536776212832551,0,Yes,0
S00388,0.6904761904761905,0.3860182370820669,0.3427230046948357,1,No,1
S00390,0.3976190476190476,0.425531914893617,0.298904538341158,1,Yes,1
S00391,0.3595238095238095,0.6224924012158054,0.2916014606155451,0,No,0
S00392,0.5261904761904762,0.2723404255319149,0.2055294731351069,1,No,1
S00393,0.3095238095238095,0.6407294832826748,0.2488262910798122,0,No,0
S00394,0.6857142857142856,0.6358662613981763,0.3166405842462181,1,Yes,1
S00395,0.6071428571428571,0.4303951367781155,0.2785602503912363,0,No,0
S00396,0.4119047619047619,0.5507598784194528,0.3688054251434533,0,No,0
S00398,0.6285714285714286,0.5951367781155015,0.369848721961398,1,Yes,1
S00402,0.3952380952380953,0.6759878419452888,0.2472613458528952,1,No,1
S00404,0.4714285714285713,0.6030395136778116,0.1992696922274387,0,No,0
S00405,0.4119047619047619,0.6121580547112462,0.1742305685967658,1,No,1
S00407,0.3404761904761905,0.5647416413373859,0.3166405842462181,1,No,1
S00408,0.4499999999999999,0.5854103343465046,0.3375065206051122,0,No,0
S00409,0.4809523809523809,0.5203647416413374,0.2858633281168492,1,No,1
S00411,0.5523809523809524,0.5641337386018237,0.4334898278560251,0,Yes,0
S00412,0.3333333333333333,0.5799392097264437,0.2942097026604069,1,Yes,1
S00413,0.2833333333333333,0.5234042553191489,0.2936880542514345,0,No,0
S00416,0.3785714285714285,0.5604863221884498,0.2639540949400104,0,No,0
S00417,0.6523809523809524,0.5635258358662614,0.2712571726656234,1,Yes,1
S00418,0.4809523809523809,0.5647416413373859,0.1220657276995305,1,No,1
S00419,0.6071428571428571,0.4984802431610942,0.1173708920187793,1,No,1
S00420,0.4738095238095238,0.3714285714285714,0.2905581637976004,0,Yes,0
S00421,0.7119047619047618,0.7343465045592705,0.360980699008868,0,Yes,0
S00423,0.438095238095238,0.6948328267477204,0.4324465310380804,1,No,1
S00424,0.5833333333333334,0.4121580547112461,0.2738654147104851,0,Yes,0
S00425,0.5428571428571428,0.7185410334346505,0.2295252999478351,1,No,1
S00426,0.6285714285714286,0.7817629179331307,0.1841418883672404,1,Yes,1
S00427,0.3523809523809524,0.6699088145896657,0.3035993740219093,0,No,0
S00430,0.2571428571428571,0.4401215805471125,0.2994261867501304,0,No,0
S00433,0.4357142857142856,0.470516717325228,0.2978612415232134,1,Yes,1
S00434,0.5523809523809524,0.5811550151975684,0.2003129890453834,0,Yes,0
S00439,0.2642857142857143,0.609726443768997,0.2858633281168492,1,Yes,1
S00440,0.4595238095238094,0.6340425531914894,0.3229003651538863,1,No,1
S00441,0.5119047619047619,0.6419452887537993,0.2723004694835681,1,Yes,1
S00442,0.4619047619047619,0.5732522796352584,0.2394366197183099,1,Yes,1
S00443,0.2214285714285714,0.4966565349544073,0.2128325508607198,0,No,0
S00445,0.3119047619047619,0.5063829787234042,0.2503912363067292,1,No,1
S00447,0.5095238095238095,0.5945288753799391,0.3776734480959833,1,Yes,1
S00448,0.3547619047619047,0.5355623100303951,0.3072509128847157,0,No,0
S00449,0.4047619047619047,0.4492401215805471,0.215962441314554,0,No,0
S00451,0.4595238095238094,0.6109422492401215,0.2201356285863328,1,No,1
S00453,0.2047619047619047,0.6066869300911854,0.252999478351591,0,Yes,0
S00454,0.5261904761904762,0.6170212765957447,0.279603547209181,0,No,0
S00455,0.4023809523809523,0.364741641337386,0.2472613458528952,0,Yes,0
S00457,0.4547619047619048,0.5045592705167173,0.3468961919666145,0,Yes,0
S00458,0.3428571428571428,0.643161094224924,0.2404799165362545,0,Yes,0
S00459,0.4,0.5835866261398176,0.2822117892540428,0,No,0
S00460,0.3238095238095238,0.662613981762918,0.2587376108502869,0,Yes,0
S00461,0.7,0.8024316109422492,0.2185706833594158,1,Yes,1
S00462,0.4714285714285713,0.4455927051671732,0.3082942097026604,0,No,0
S00463,0.3833333333333333,0.6577507598784195,0.1486697965571204,0,No,0
S00464,0.4928571428571428,0.6261398176291794,0.2206572769953051,1,Yes,1
S00466,0.4404761904761904,0.6285714285714286,0.2248304642670839,1,No,1
S00467,0.5404761904761904,0.61580547112462,0.2107459572248305,0,No,0
S00469,0.4023809523809523,0.6547112462006079,0.2728221178925404,1,Yes,1
S00470,0.3976190476190476,0.719756838905775,0.2665623369848722,0,Yes,0
S00471,0.4333333333333333,0.443161094224924,0.2947313510693792,0,No,0
S00472,0.1928571428571428,0.4954407294832826,0.3140323422013563,0,No,0
S00473,0.2857142857142857,0.7537993920972644,0.3275952008346374,1,Yes,1
