Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Passed
S00144,0.4880952380952381,0.6054711246200608,0.3781950965049557,No,Yes
S00145,0.49761904761904757,0.3963525835866262,0.34480959833072516,Yes,Yes
S00146,0.5595238095238095,0.6194528875379939,0.3437663015127804,Yes,No
S00147,0.319047619047619,0.6583586626139818,0.36619718309859156,No,Yes
S00150,0.5023809523809524,0.41641337386018235,0.26969222743870636,No,No
S00151,0.49761904761904757,0.5306990881458966,0.27803860198226393,Yes,Yes
S00152,0.5071428571428571,0.6656534954407295,0.30412102243088157,No,Yes
S00154,0.49523809523809514,0.6103343465045592,0.4668753260302556,No,Yes
S00155,0.5023809523809524,0.19148936170212766,0.2889932185706834,Yes,No
S00156,0.38095238095238093,0.5647416413373859,0.2060511215440793,No,No
S00157,0.6880952380952381,0.49361702127659574,0.2863849765258216,Yes,No
S00158,0.5238095238095238,0.7981762917933132,0.2300469483568075,No,No
S00159,0.3238095238095238,0.3130699088145897,0.4491392801251957,Yes,Yes
S00161,0.35,0.31185410334346503,0.3453312467396975,No,No
S00162,0.5595238095238095,0.47598784194528876,0.33594157537819513,No,Yes
S00163,0.6047619047619047,0.33617021276595743,0.36984872196139806,No,Yes
S00164,0.36904761904761907,0.8224924012158056,0.3145539906103286,Yes,No
S00166,0.5166666666666666,0.5173252279635258,0.29942618675013044,No,No
S00167,0.5642857142857143,0.537386018237082,0.19979134063641105,No,No
S00169,0.43809523809523804,0.6711246200607902,0.4360980699008869,No,No
S00170,0.3761904761904762,0.6206686930091185,0.35315597287428274,No,No
S00171,0.3619047619047619,0.6547112462006079,0.2874282733437663,No,No
S00173,0.45714285714285713,0.6808510638297872,0.24830464267083985,No,No
S00174,0.5071428571428571,0.6668693009118541,0.3223787167449139,No,Yes
S00175,0.5,0.5148936170212766,0.2723004694835681,Yes,No
S00176,0.5642857142857143,0.6516717325227964,0.279603547209181,No,No
S00177,0.46904761904761905,0.5762917933130699,0.3265519040166928,Yes,Yes
S00178,0.6404761904761904,0.348936170212766,0.34063641105894626,No,Yes
S00179,0.43571428571428567,0.5203647416413374,0.2801251956181534,Yes,Yes
S00181,0.5404761904761904,0.5531914893617021,0.43922796035472095,Yes,Yes
S00182,0.3642857142857143,0.6668693009118541,0.3035993740219093,No,Yes
S00184,0.5238095238095238,0.48875379939209723,0.21596244131455403,Yes,No
S00185,0.44047619047619047,0.44316109422492406,0.4517475221700574,No,No
S00186,0.5523809523809524,0.4480243161094225,0.48878455920709446,Yes,No
S00188,0.45714285714285713,0.5513677811550152,0.2477829942618675,No,Yes
S00190,0.2857142857142857,0.5854103343465046,0.2717788210745957,Yes,Yes
S00193,0.4928571428571428,0.8322188449848025,0.29316640584246223,No,Yes
S00194,0.319047619047619,0.5592705167173252,0.2889932185706834,Yes,Yes
S00195,0.4880952380952381,0.6668693009118541,0.27856025039123633,No,No
S00196,0.5119047619047619,0.6601823708206687,0.36984872196139806,No,No
S00197,0.3619047619047619,0.7592705167173252,0.2806468440271257,Yes,No
S00198,0.48571428571428565,0.6109422492401215,0.45644235785080856,No,Yes
S00199,0.4738095238095238,0.4401215805471125,0.46374543557642156,No,Yes
S00201,0.5095238095238095,0.5732522796352584,0.2676056338028169,No,Yes
S00202,0.5333333333333333,0.6419452887537993,0.2921231090245175,Yes,Yes
S00203,0.5952380952380952,0.4364741641337386,0.24569640062597808,Yes,Yes
S00204,0.5928571428571429,0.6966565349544073,0.3625456442357851,Yes,Yes
S00205,0.30238095238095236,0.5434650455927051,0.38862806468440275,No,Yes
S00206,0.3547619047619047,0.6449848024316109,0.39645279081898804,Yes,Yes
S00207,0.5285714285714286,0.5805471124620061,0.279603547209181,No,No
S00208,0.5285714285714286,0.5580547112462005,0.27856025039123633,No,Yes
S00209,0.5285714285714286,0.5714285714285714,0.1398017736045905,No,Yes
S00211,0.5357142857142857,0.7811550151975684,0.2227438706311946,No,No
S00212,0.6023809523809524,0.2978723404255319,0.2091810119979134,No,No
S00214,0.5452380952380952,0.5483282674772036,0.2717788210745957,No,No
S00215,0.42857142857142855,0.5215805471124619,0.2936880542514345,Yes,No
S00216,0.5571428571428572,0.2553191489361702,0.40219092331768397,No,Yes
S00217,0.3738095238095238,0.6133738601823707,0.38706311945748567,Yes,No
S00219,0.4095238095238095,0.441337386018237,0.3291601460615546,No,No
S00220,0.47619047619047616,0.5477203647416413,0.23317683881064166,Yes,No
S00221,0.7428571428571429,0.5069908814589665,0.30725091288471573,Yes,Yes
S00223,0.5476190476190477,0.5537993920972644,0.2576943140323422,Yes,Yes
S00224,0.27380952380952384,0.6133738601823707,0.2185706833594158,Yes,Yes
S00225,0.4095238095238095,0.47598784194528876,0.2999478351591028,Yes,Yes
S00226,0.5952380952380952,0.574468085106383,0.3990610328638498,No,Yes
S00228,0.33809523809523806,0.6699088145896657,0.2477829942618675,No,No
S00229,0.38095238095238093,0.5300911854103344,0.30620761606677105,Yes,Yes
S00232,0.4928571428571428,0.7817629179331307,0.180490349504434,Yes,No
S00233,0.47142857142857136,0.48996960486322183,0.3213354199269693,Yes,No
S00234,0.3880952380952381,0.4595744680851063,0.2665623369848722,Yes,No
S00235,0.7214285714285713,0.5306990881458966,0.1862284820031299,Yes,No
S00237,0.2261904761904762,0.39088145896656534,0.3004694835680752,No,No
S00238,0.4880952380952381,0.6316109422492401,0.2968179447052687,Yes,No
S00240,0.569047619047619,0.45531914893617026,0.16223265519040167,Yes,No
S00241,0.37142857142857144,0.3799392097264438,0.24882629107981225,No,No
S00242,0.4523809523809524,0.5598784194528875,0.29942618675013044,Yes,No
S00243,0.5261904761904762,0.2765957446808511,0.24047991653625456,No,No
S00244,0.569047619047619,0.609726443768997,0.2097026604068858,No,Yes
S00246,0.4261904761904762,0.34407294832826746,0.29838288993218576,No,Yes
S00248,0.3880952380952381,0.6054711246200608,0.3077725612936881,No,Yes
S00249,0.6761904761904761,0.6571428571428571,0.18101199791340639,No,Yes
S00250,0.5142857142857143,0.36413373860182374,0.1377151799687011,No,No
S00251,0.3166666666666667,0.347112462006079,0.10380803338549817,No,Yes
S00252,0.5761904761904761,0.7258358662613982,0.3223787167449139,No,Yes
S00253,0.7190476190476192,0.44316109422492406,0.21335419926969226,Yes,No
S00254,0.5904761904761904,0.4790273556231003,0.33489827856025045,No,No
S00256,0.4095238095238095,0.40060790273556235,0.3422013562858634,Yes,No
S00257,0.6166666666666666,0.5106382978723404,0.27803860198226393,No,No
S00258,0.38333333333333336,0.651063829787234,0.4402712571726657,Yes,Yes
S00259,0.519047619047619,0.37021276595744684,0.2597809076682316,No,No
S00260,0.5595238095238095,0.48206686930091186,0.22535211267605637,Yes,No
S00261,0.35714285714285715,0.40607902735562307,0.32185706833594163,Yes,Yes
S00262,0.45952380952380945,0.4486322188449848,0.35628586332811685,No,Yes
S00263,0.08095238095238094,0.6869300911854104,0.09337506520605111,Yes,Yes
S00264,0.34523809523809523,0.713677811550152,0.3828899321857069,Yes,No
S00265,0.43571428571428567,0.574468085106383,0.1684924360980699,No,Yes
S00266,0.319047619047619,0.6072948328267477,0.13510693792383935,Yes,Yes
S00267,0.6619047619047619,0.6042553191489362,0.2686489306207616,No,No
S00269,0.41428571428571426,0.5720364741641337,0.32811684924360984,Yes,No
S00270,0.4833333333333333,0.38541033434650457,0.32342201356285866,Yes,Yes
S00271,0.638095238095238,0.4261398176291793,0.31977047470005215,Yes,No
S00272,0.2952380952380952,0.5325227963525836,0.3917579551382369,Yes,Yes
S00276,0.5214285714285714,0.6820668693009119,0.3708920187793428,No,Yes
S00278,0.3952380952380953,0.5386018237082066,0.2733437663015128,Yes,No
S00279,0.4738095238095238,0.6133738601823707,0.26917057902973396,No,Yes
S00280,0.42142857142857143,0.47416413373860183,0.2879499217527387,Yes,No
S00281,0.4809523809523809,0.2917933130699088,0.2670839853938446,No,No
S00282,0.5452380952380952,0.4340425531914894,0.12623891497130935,Yes,No
S00284,0.319047619047619,0.5598784194528875,0.24465310380803343,No,Yes
S00285,0.7214285714285713,0.5306990881458966,0.2665623369848722,Yes,Yes
S00286,0.2333333333333333,0.5088145896656535,0.2806468440271257,No,Yes
S00288,0.5357142857142857,0.5848024316109423,0.2571726656233698,No,Yes
S00289,0.5,0.3768996960486322,0.3792383933229004,No,No
S00290,0.39285714285714285,0.6401215805471124,0.44235785080855505,Yes,Yes
S00291,0.4428571428571429,0.4717325227963525,0.42357850808555036,No,Yes
S00292,0.4071428571428572,0.7939209726443769,0.31559728742827337,Yes,No
S00293,0.3976190476190476,0.5045592705167173,0.2509128847157016,Yes,No
S00294,0.5666666666666667,0.4844984802431611,0.24882629107981225,Yes,No
S00295,0.5095238095238095,0.47416413373860183,0.2670839853938446,No,Yes
S00296,0.38333333333333336,0.48571428571428565,0.22900365153886285,Yes,Yes
S00297,0.5738095238095239,0.6164133738601824,0.32811684924360984,No,No
S00299,0.5642857142857143,0.662613981762918,0.29473135106937925,Yes,Yes
S00300,0.5404761904761904,0.5993920972644377,0.2717788210745957,Yes,No
S00302,0.4,0.5884498480243161,0.31559728742827337,Yes,No
S00303,0.5547619047619047,0.6881458966565349,0.2681272822117893,Yes,Yes
S00305,0.4642857142857143,0.5768996960486321,0.2842983828899322,No,No
S00306,0.4809523809523809,0.5945288753799391,0.34846113719353156,Yes,Yes
S00307,0.6190476190476191,0.4024316109422493,0.2347417840375587,No,No
S00308,0.3952380952380953,0.8553191489361703,0.2592592592592593,Yes,Yes
S00309,0.5309523809523808,0.6072948328267477,0.14710485133020346,No,Yes
S00310,0.4428571428571429,0.6194528875379939,0.21178925404277515,Yes,No
S00312,0.5976190476190476,0.2632218844984802,0.26134585289514867,No,Yes
S00313,0.5642857142857143,0.5106382978723404,0.14241001564945227,No,No
S00314,0.5642857142857143,0.5519756838905775,0.3369848721961399,Yes,Yes
S00315,0.6214285714285714,0.4425531914893617,0.2269170579029734,Yes,No
S00317,0.5476190476190477,0.5015197568389058,0.3244653103808034,No,No
S00318,0.42857142857142855,0.6364741641337386,0.36098069900886803,No,No
S00319,0.5047619047619047,0.6954407294832826,1.0,Yes,Yes
S00320,0.44999999999999996,0.5635258358662614,0.34898278560250395,Yes,No
S00321,0.4785714285714286,0.47416413373860183,0.27908189880020867,Yes,Yes
S00323,0.36904761904761907,0.555015197568389,0.20813771517996874,Yes,Yes
S00324,0.7166666666666667,0.5696048632218845,0.28377673448095986,Yes,No
S00326,0.32142857142857145,0.48936170212765956,0.47209181011997914,Yes,Yes
S00327,0.6047619047619047,0.6072948328267477,0.3364632237871675,No,No
S00329,0.5404761904761904,0.49483282674772033,0.3881064162754304,Yes,Yes
S00330,0.5404761904761904,0.33373860182370824,0.3651538862806469,Yes,Yes
S00331,0.4642857142857143,0.4352583586626139,0.1820552947313511,No,Yes
S00332,0.3595238095238095,0.7337386018237082,0.34741784037558693,Yes,Yes
S00333,0.47619047619047616,0.3367781155015198,0.3035993740219093,Yes,Yes
S00334,0.3857142857142857,0.7033434650455928,0.24100156494522695,No,No
S00335,0.5833333333333334,0.3325227963525836,0.21491914449660932,No,Yes
S00336,0.44999999999999996,0.4486322188449848,0.2842983828899322,Yes,Yes
S00337,0.36904761904761907,0.4972644376899696,0.29473135106937925,Yes,Yes
S00338,0.42857142857142855,0.7592705167173252,0.38549817423056865,Yes,No
S00339,0.5166666666666666,0.5458966565349543,0.11945748565466875,Yes,No
S00340,0.4,0.5167173252279635,0.19718309859154928,Yes,Yes
S00341,0.36904761904761907,0.4291793313069909,0.31090245174752223,No,Yes
S00342,0.49523809523809514,0.6060790273556231,0.28482003129890454,No,No
S00344,0.4071428571428572,0.5148936170212766,0.2597809076682316,Yes,No
S00346,0.49523809523809514,0.6303951367781155,0.17162232655190407,Yes,Yes
S00347,0.2952380952380952,0.6352583586626139,0.46009389671361506,No,No
S00348,0.3,0.43465045592705165,0.3286384976525822,No,No
S00349,0.38095238095238093,0.4668693009118541,0.33176838810641635,No,No
S00350,0.44047619047619047,0.4547112462006079,0.21231090245174755,No,No
S00352,0.6428571428571429,0.652887537993921,0.33594157537819513,No,No
S00353,0.569047619047619,0.566565349544073,0.2681272822117893,Yes,No
S00354,0.4476190476190475,0.2765957446808511,0.3166405842462181,Yes,No
S00356,0.3476190476190476,0.37872340425531914,0.19092331768388104,Yes,Yes
S00357,0.4642857142857143,0.45592705167173253,0.3828899321857069,Yes,Yes
S00358,0.4333333333333333,0.5671732522796352,0.22587376108502868,No,No
S00359,0.5047619047619047,0.5325227963525836,0.3667188315075639,Yes,No
S00360,0.36904761904761907,0.6492401215805471,0.2300469483568075,No,Yes
S00362,0.6499999999999999,0.425531914893617,0.2655190401669275,Yes,No
S00363,0.4547619047619048,0.5051671732522796,0.27908189880020867,No,No
S00364,0.5142857142857143,0.6613981762917933,0.3552425665101722,Yes,Yes
S00365,0.55,0.6194528875379939,0.42357850808555036,Yes,No
S00367,0.20476190476190476,0.703951367781155,0.3051643192488263,No,No
S00368,0.46904761904761905,0.6820668693009119,0.2749087115284299,Yes,No
S00369,0.4785714285714286,0.6389057750759878,0.30255607720396455,Yes,Yes
S00371,0.46904761904761905,0.6382978723404256,0.21491914449660932,No,Yes
S00375,0.7238095238095238,0.5221884498480243,0.29942618675013044,No,Yes
S00376,0.3761904761904762,0.4668693009118541,0.2921231090245175,No,Yes
S00377,0.5714285714285714,0.5635258358662614,0.3364632237871675,No,No
S00378,0.4880952380952381,0.5215805471124619,1.0,Yes,Yes
S00379,0.7261904761904762,0.5696048632218845,0.28325508607198746,No,No
S00380,0.37142857142857144,0.6103343465045592,0.09441836202399582,Yes,No
S00381,0.36666666666666664,0.5069908814589665,0.21335419926969226,No,No
S00382,0.3952380952380953,0.4534954407294832,0.3797600417318727,Yes,No
S00384,0.40476190476190477,0.6364741641337386,0.4001043296817945,No,Yes
S00385,0.3761904761904762,0.5525835866261397,0.26134585289514867,Yes,No
S00386,0.48571428571428565,0.5215805471124619,0.27021387584767864,No,No
S00387,0.5071428571428571,0.6851063829787234,0.3536776212832551,No,Yes
S00388,0.6904761904761905,0.3860182370820669,0.34272300469483574,Yes,No
S00390,0.3976190476190476,0.425531914893617,0.29890453834115804,Yes,Yes
S00391,0.3595238095238095,0.6224924012158054,0.29160146061554515,No,No
S00392,0.5261904761904762,0.2723404255319149,0.20552947313510697,Yes,No
S00393,0.30952380952380953,0.6407294832826748,0.24882629107981225,No,No
S00394,0.6857142857142856,0.6358662613981763,0.3166405842462181,Yes,Yes
S00395,0.6071428571428571,0.4303951367781155,0.27856025039123633,No,No
S00396,0.41190476190476194,0.5507598784194528,0.3688054251434533,No,No
S00398,0.6285714285714286,0.5951367781155015,0.36984872196139806,Yes,Yes
S00402,0.3952380952380953,0.6759878419452888,0.2472613458528952,Yes,No
S00404,0.47142857142857136,0.6030395136778116,0.19926969222743873,No,No
S00405,0.41190476190476194,0.6121580547112462,0.17423056859676583,Yes,No
S00407,0.3404761904761905,0.5647416413373859,0.3166405842462181,Yes,No
S00408,0.44999999999999996,0.5854103343465046,0.3375065206051122,No,No
S00409,0.4809523809523809,0.5203647416413374,0.2858633281168492,Yes,No
S00411,0.5523809523809524,0.5641337386018237,0.43348982785602513,No,Yes
S00412,0.3333333333333333,0.5799392097264437,0.2942097026604069,Yes,Yes
S00413,0.2833333333333333,0.5234042553191489,0.2936880542514345,No,No
S00416,0.37857142857142856,0.5604863221884498,0.26395409494001043,No,No
S00417,0.6523809523809524,0.5635258358662614,0.2712571726656234,Yes,Yes
S00418,0.4809523809523809,0.5647416413373859,0.12206572769953052,Yes,No
S00419,0.6071428571428571,0.49848024316109424,0.11737089201877934,Yes,No
S00420,0.4738095238095238,0.3714285714285714,0.29055816379760047,No,Yes
S00421,0.7119047619047618,0.7343465045592705,0.36098069900886803,No,Yes
S00423,0.43809523809523804,0.6948328267477204,0.4324465310380804,Yes,No
S00424,0.5833333333333334,0.41215805471124617,0.27386541471048514,No,Yes
S00425,0.5428571428571428,0.7185410334346505,0.22952529994783516,Yes,No
S00426,0.6285714285714286,0.7817629179331307,0.18414188836724046,Yes,Yes
S00427,0.3523809523809524,0.6699088145896657,0.3035993740219093,No,No
S00430,0.2571428571428571,0.4401215805471125,0.29942618675013044,No,No
S00433,0.43571428571428567,0.470516717325228,0.2978612415232134,Yes,Yes
S00434,0.5523809523809524,0.5811550151975684,0.20031298904538344,No,Yes
S00439,0.2642857142857143,0.609726443768997,0.2858633281168492,Yes,Yes
S00440,0.45952380952380945,0.6340425531914894,0.3229003651538863,Yes,No
S00441,0.5119047619047619,0.6419452887537993,0.2723004694835681,Yes,Yes
S00442,0.4619047619047619,0.5732522796352584,0.2394366197183099,Yes,Yes
S00443,0.2214285714285714,0.4966565349544073,0.21283255086071987,No,No
S00445,0.3119047619047619,0.5063829787234042,0.25039123630672927,Yes,No
S00447,0.5095238095238095,0.5945288753799391,0.37767344809598336,Yes,Yes
S00448,0.3547619047619047,0.5355623100303951,0.30725091288471573,No,No
S00449,0.40476190476190477,0.44924012158054716,0.21596244131455403,No,No
S00451,0.45952380952380945,0.6109422492401215,0.22013562858633284,Yes,No
S00453,0.20476190476190476,0.6066869300911854,0.25299947835159103,No,Yes
S00454,0.5261904761904762,0.6170212765957447,0.279603547209181,No,No
S00455,0.40238095238095234,0.364741641337386,0.2472613458528952,No,Yes
S00457,0.4547619047619048,0.5045592705167173,0.34689619196661453,No,Yes
S00458,0.3428571428571428,0.643161094224924,0.24047991653625456,No,Yes
S00459,0.4,0.5835866261398176,0.2822117892540428,No,No
S00460,0.3238095238095238,0.662613981762918,0.2587376108502869,No,Yes
S00461,0.7,0.8024316109422492,0.2185706833594158,Yes,Yes
S00462,0.47142857142857136,0.44559270516717325,0.30829420970266047,No,No
S00463,0.38333333333333336,0.6577507598784195,0.14866979655712048,No,No
S00464,0.4928571428571428,0.6261398176291794,0.22065727699530516,Yes,Yes
S00466,0.44047619047619047,0.6285714285714286,0.22483046426708397,Yes,No
S00467,0.5404761904761904,0.61580547112462,0.2107459572248305,No,No
S00469,0.40238095238095234,0.6547112462006079,0.2728221178925404,Yes,Yes
S00470,0.3976190476190476,0.719756838905775,0.2665623369848722,No,Yes
S00471,0.4333333333333333,0.44316109422492406,0.29473135106937925,No,No
S00472,0.19285714285714284,0.49544072948328266,0.31403234220135634,No,No
S00473,0.2857142857142857,0.7537993920972644,0.32759520083463745,Yes,Yes
S00474,0.6285714285714286,0.3045592705167173,0.23265519040166927,Yes,Yes
S00475,0.6619047619047619,0.5325227963525836,0.3004694835680752,Yes,No
S00476,0.43809523809523804,0.5610942249240122,0.27543035993740217,Yes,No
S00477,0.5357142857142857,0.5215805471124619,0.2874282733437663,Yes,Yes
S00478,0.5047619047619047,0.7349544072948327,0.2597809076682316,No,No
S00479,0.8333333333333334,0.6006079027355623,0.23317683881064166,No,Yes
S00481,0.4523809523809524,0.4656534954407294,0.2587376108502869,Yes,No
S00482,0.3523809523809524,0.5768996960486321,0.31924882629107987,Yes,Yes
S00483,0.2761904761904762,0.6844984802431611,0.36984872196139806,No,Yes
S00486,0.2976190476190476,0.4583586626139818,0.47730829420970267,Yes,No
